"X","Y","id","title","uid","hollow","type","diocese","province","honigmann_page_number","hierokles_section_and_line_numbers","external_references"
"25.402881000000001","35.060831999999998","589730","Bienna","206","\N","place","Illyrikon","Krete","19","649,6","BA 60 D2 Biannos"
"25.738750499999998","35.009528500000002","589807","Hierapydna","207","\N","place","Illyrikon","Krete","19","649,7","BA 60 E2"
"25.71726","35.190776","589900","Kamara","208","\N","place","Illyrikon","Krete","19","650,1","BA 60 E2 Lato pros Kamara"
"25.712645817799999","35.2935332825","0","Allyngos","209","\N","place","Illyrikon","Krete","19","650,2","BA 60 E2 Olous; RE Allyngos"
"25.388566999999998","35.319164999999998","589744","Chersonesos","210","\N","place","Illyrikon","Krete","19","650,3","BA 60 D2"
"25.370339999999999","35.212882999999998","589918","Lyktos","211","\N","place","Illyrikon","Krete","19","650,4","BA 60 D2"
"25.282439","35.080331000000001","589710","Arkadia","212","\N","place","Illyrikon","Krete","19","650,5","BA 60 D2 Arkades"
"25.163105999999999","35.297846999999997","589872","Knosos","213","\N","place","Illyrikon","Krete","19","650,6","BA 60 D2"
"24.639291","35.258740000000003","590063","Soubritos","214","\N","place","Illyrikon","Krete","19","650,7","BA 60 C2 Sybrita"
"24.840105999999999","35.302424000000002","590095","Oaxos","215","\N","place","Illyrikon","Krete","19","650,8","BA 60 C2 (W)Axos"
"24.663544000000002","35.33867","589772","Eleutherna","216","\N","place","Illyrikon","Krete","19","650,9","BA 60 C2"
"24.340886661799999","35.287789953699999","0","Lampe","217","\N","place","Illyrikon","Krete","19","650,10","BA 60 B2 Lappa"
"24.144976400000001","35.464770250000001","589704","Aptera","218","\N","place","Illyrikon","Krete","19","650,11","BA 60 B2"
"24.018689999999999","35.515774999999998","589886","Kydonia","219","\N","place","Illyrikon","Krete","19","650,12","BA 60 B1"
"23.660727000000001","35.495306999999997","589870","Kisamos","220","\N","place","Illyrikon","Krete","19","650,13","BA 60 A2"
"23.738348999999999","35.330337","589838","Kantanos","221","\N","place","Illyrikon","Krete","19","650,14","BA 60 A2"
"23.794048","35.283177999999999","589776","Elyros","222","\N","place","Illyrikon","Krete","19","650,15","BA 60 A2"
"23.789629999999999","35.247256999999998","589914","Lissos","223","\N","place","Illyrikon","Krete","19","650,16","BA 60 A2"
"24.0775338664","35.200915832299998","0","Phoinike","224","\N","place","Illyrikon","Krete","19","651,1a","BA 60 B2 Phoinix"
"24.060290999999999","35.227460000000001","589705","Araden","225","\N","place","Illyrikon","Krete","19","651,1b","BA 60 B2"
"24.083333","34.833333000000003","589858","Kaudos Nesos","226","\N","place","Illyrikon","Krete","19","651,2","BA 60 B3"
"20.735952999999999","39.023389000000002","531013","Nikopolis","228","\N","place","Illyrikon","Palaia Epeiros","19","651,4","BA 54 C3"
"20.787766999999999","39.546432000000003","530843","Dodone","229","\N","place","Illyrikon","Palaia Epeiros","19","651,5","BA 54 C2"
"20.608378959300001","39.337375540300002","0","Euroia Akniou","230","\N","place","Illyrikon","Palaia Epeiros","19","651,6-7","BA 54 C3"
"20.222679834699999","39.995277171399998","530885","Adrianoupolis","231","\N","place","Illyrikon","Palaia Epeiros","19","651,8","BA 54 B2"
"20.056564000000002","39.913912000000003","531061","Phoinike","233","\N","place","Illyrikon","Palaia Epeiros","19","652,2","BA 54 B2 Phoinike 1"
"20.012311","39.876176999999998","531019","Anchiasmos","234","\N","place","Illyrikon","Palaia Epeiros","19","652,3","BA 54 B2 Onchesmos"
"20.022139750000001","39.745475249999998","530824","Bouthrotos","235","\N","place","Illyrikon","Palaia Epeiros","19","652,4","BA 54 B2"
"20.496254","39.482047999999999","531064","Photike","236","\N","place","Illyrikon","Palaia Epeiros","19","652,5","BA 54 B3"
"19.75","39.666666999999997","530835","Kerkyra Nesos","237","\N","place","Illyrikon","Palaia Epeiros","19","652,6","BA 54 A2 Corcyra Ins."
"20.710000000000001","38.340000000000003","530906","Ithake Nesos","238","\N","place","Illyrikon","Palaia Epeiros","20","652,7","BA 54 C5"
"19.444876000000001","41.316434999999998","481865","Dyrrachion","240","\N","place","Illyrikon","Nea Epeiros","20","653,1","BA 49 B2"
"20.092645999999998","41.116774999999997","481982","Skampa","241","\N","place","Illyrikon","Nea Epeiros","20","653,2","BA 49 C2"
