"x","y","id","title","uid","hollow","type"
27.1383,38.41905,550893,"Smyrna",306,,"place"
26.7705581,38.3614625,550650,"Klazomenai",307,,"place"
26.480833,38.382778,550535,"Erythrai",308,,"place"
27.4873015,38.541317,550706,"Magnesia Sipylou",309,,"place"
27.31667,38.9,550461,"Aigai",310,,"place"
27.196998,38.671912,550908,"Temnos",311,,"place"
26.753208,38.670353,550406,"Phokaia",312,,"place"
26.936283,38.75953,550506,"Kyme",313,,"place"
26.9851236853,38.8437104867,0,"Myrina",314,,"place"
27.1839985,39.1317455,550812,"Pergamon",315,,"place"
27.055256,38.941644,550523,"Elaia",316,,"place"
26.937453,38.928297,550833,"Pitane",317,,"place"
27.100676,39.128826,550931,"Tiarai",318,,"place"
26.962332,39.240505,550814,"Theodosioupolis",319,,"place"
26.934551,39.504028,550403,"Adramyttion",320,,"place"
26.791496,39.5785,550433,"Antandros",321,,"place"
26.542854,39.535451,550544,"Gargara",322,,"place"
26.337061,39.490601,550463,"Assos",323,,"place"
27.874127,40.389806,511218,"Kyzikos",325,,"place"
27.55568,40.591686,511378,"Prokonnesos",326,,"place"
27.655361,40.102177,511178,"Baris",327,,"place"
27.069096,40.420499,511354,"Parion",328,,"place"
26.699162,40.346685,501570,"Lampsakos",329,,"place"
26.409131,40.1951155,501325,"Abydos",330,,"place"
26.37442,40.079727,501393,"Dardanos",331,,"place"
26.238889,39.9575,550595,"Ilion",332,,"place"
26.25,39.75,550930,"Troas",333,,"place"
26.361243,39.800254,550889,"Skamandros",334,,"place"
27.892299,40.07897,511368,"Poimanenos",336,,"place"
28.316486,40.083458,511318,"Miletoupolis",341,,"place"
27.690683,39.36872,550577,"Germe",342,,"place"
26.6123918714,39.8935040947,0,"Kerge",344,,"place"
27.910653,39.60672,550560,"Adrianoutherai",346,,"place"
27.579568,39.626196,550832,"Pionia",347,,"place"
27.409336,39.843503,550450,"Argiza",349,,"place"
26.0965729924,39.5453222698,0,"Hamaxitos Troados?",350,,"place"
27.5839564274,39.7445957204,0,"Ergasteria",352,,"place"
26.688003,39.82554,550890,"Skepsis",356,,"place"
29.1078183333,37.8360176667,638955,"Laodikeia",358,,"place"
29.131799,37.9175053333,638860,"Hierapolis",359,,"place"
29.298552,38.095586,609476,"Mossyna",360,,"place"
28.81089025,37.8402405,638779,"Attouda",361,,"place"
28.92988325,37.855957,639149,"Trapezoupolis",362,,"place"
29.25092875,37.79199675,638811,"Kolossai",363,,"place"
29.71952422,37.5402348006,0,"Keretapa",364,,"place"
29.803885,37.8857483333,638743,"Sanaos",367,,"place"
29.4477726667,38.0290376667,638964,"Lounda",371,,"place"
29.8429609034,38.4461787004,0,"Eumeneia",373,0,"place"
29.655699,38.496089,609521,"Sebaste",377,,"place"
29.7739539667,38.6596983333,609293,"Akmonia",379,,"place"
29.88814,38.6638015,609362,"Diokleia",382,,"place"
30.1908445,38.74297,609433,"Kidyessos",384,,"place"
29.9834497,39.0245954,609314,"Appia",385,,"place"
29.609445,39.201251,609292,"Aizanoi",387,,"place"
29.324075199,39.3798152181,0,"Tiberioupolis",388,,"place"
29.4132002714,39.0462536369,0,"Kadoi",389,,"place"
28.8637663624,39.161948406,0,"Ankyra",391,,"place"
28.9784543333,39.0922016667,609537,"Synaos",392,,"place"
29.4104525,38.6794575,609549,"Temenou Thyrai",393,,"place"
29.589384425,38.689322375,609559,"Traianoupolis",394,,"place"
28.040286,38.488314,550867,"Sardeis",397,,"place"
28.5056689151,38.3507811539,0,"Philadelpheia",398,,"place"
28.9508440185,38.0473200772,0,"Tripolis",399,,"place"
27.840523,38.922933,550924,"Thyateira",400,,"place"
28.5928501444,38.7542143186,0,"Settai",401,,"place"
28.464549607,38.5792525508,0,"Maionia",402,,"place"
27.8648302551,38.5046048933,0,"Aurelioupolis",405,,"place"
27.8970719517,39.0840690834,0,"Attaleia",406,,"place"
27.614993,38.921548,550574,"Hermokapelia",407,,"place"
28.803373,38.612168,609540,"Tabala",410,,"place"
29.16084635,38.6575327,609336,"Bageis",411,,"place"
27.6699652539,38.9243167171,0,"Apollonis",414,,"place"
27.787742,38.756891,550578,"Hierokaisareia",415,,"place"
27.5294679959,38.4972629531,0,"Mostene",416,,"place"
28.267472,38.5792,550869,"Satala",417,,"place"
28.2856366391,38.917033864,0,"Gordos",418,,"place"
31.189167,38.306111,609307,"Antiocheia",420,,"place"
31.452319,37.9959233333,639008,"Neapolis",421,,"place"
31.9254995,37.900316,639038,"Pappa",425,,"place"
32.374024,38.192186,619197,"Laodikeia Kekaumene",427,,"place"
31.904303,38.282553,609564,"Tyraion",428,,"place"
31.6351013677,38.235769165,0,"Adrianoupolis",429,,"place"
31.429822,38.356716,609501,"Philomelion",430,,"place"
30.46696,38.0740143333,638758,"Sozopolis",431,,"place"
30.587062139,38.1079387327,0,"Tymandos",432,,"place"
30.5141435264,38.2517969793,0,"Metropolis",433,,"place"
30.173857,38.073196,638751,"Apameia",434,,"place"
30.519444,37.678056,639087,"Sagalassos",436,,"place"
30.3299813681,37.8723813884,0,"Baris",437,,"place"
30.62363975,37.8963655,639098,"Seleukeia He Sidera",438,,"place"
31.0636836667,37.8035083333,639144,"Timbriada",439,,"place"
30.5149343333,37.9557366667,638813,"Ioustinianoupolis",440,,"place"
30.97830025,37.8168815,638983,"Malos",441,,"place"
30.98634825,37.58177625,638733,"Adada",442,,"place"
31.4027245,37.7025075,639146,"Tityassos",444,,"place"
32.5128557984,37.8651810186,0,"Ikonion",446,,"place"
32.3476676667,37.58326,648699,"Lystra",447,,"place"
31.7284523333,37.6807703333,638997,"Mistheia",448,,"place"
31.7388563333,37.520852,638741,"Amblada",449,,"place"
31.9238363333,37.4981916667,639028,"Ouasada",450,,"place"
33.0481780125,37.2017962131,0,"Ilistra",452,,"place"
33.221586,37.1784506667,648693,"Laranda",453,,"place"
33.3921588441,37.347695839,0,"Derbe",454,,"place"
33.0855831395,37.512074954,0,"Barata",455,,"place"
33.517464,37.440842,648644,"Hyde",456,,"place"
32.2539853126,37.1839928876,0,"Isauropolis",457,,"place"
32.4979336035,37.5118826142,0,"Korna",458,,"place"
33.1114243333,37.9751473333,648780,"Sabatra",459,,"place"
33.076657,38.167719,619237,"Perta",460,,"place"
33.197508,37.899116,648662,"Kana",461,,"place"
32.3357127943,38.3285744113,0,"Gdanmaa",462,0,"place"
30.1079973667,38.4837538667,609378,"Eukarpia",465,,"place"
30.2137842373,38.4758619877,0,"Hierapolis",466,,"place"
29.958841,38.451497,609489,"Otrous",467,,"place"
30.148649,38.3323615,609535,"Stektorion",468,,"place"
30.1744786333,38.5299613333,609345,"Brouzos",469,,"place"
29.6666666667,38.3386871206,0,"Kleros Politikes",471,,"place"
30.548095,38.5346177667,609538,"Synnada",474,,"place"
30.5693948,38.69782865,609511,"Prymnessos",475,,"place"
30.549206,38.856193,609415,"Ipsos",476,,"place"
31.0129881812,38.6888029274,0,"Polybotos",477,,"place"
30.7524503667,38.8627673,609366,"Dokimion",478,,"place"
30.6410440024,39.2137159866,0,"Metropolis",479,,"place"
30.376179,39.2051885,609460,"Meiros",480,,"place"
30.6947222,39.4447222,609484,"Nakoleia",481,,"place"
30.5273866048,39.8141037779,0,"Dorylaion",482,,"place"
30.8602770906,39.7995195271,0,"Midaion",483,,"place"
30.854274,36.961406,639048,"Perge",489,,"place"
30.98638,36.990721,639109,"Sillyon",490,,"place"
30.7935766667,36.8537066667,638980,"Magydos",491,,"place"
30.699968,36.8903095,638778,"Attaleia",492,,"place"
30.4618446667,36.876066,639151,"Trebenna",494,,"place"
30.332619495,36.6666666667,0,"Iobia",496,0,"place"
30.467197,36.982996,639139,"Termessos",497,,"place"
30.581722777,36.9864544833,0,"Eudokias",498,,"place"
30.2559683333,37.2980846667,639066,"Demos Pogla",500,,"place"
30.1619,37.0675,638872,"Isinda",501,,"place"
30.2413945625,37.2250835005,0,"Berbe",502,,"place"
30.2956760167,37.2195809969,0,"Sibidounda",503,,"place"
30.0055193333,37.303875,639015,"Olbasa",506,,"place"
30.0007138383,37.3333333333,0,"Palaipolis",507,0,"place"
30.0872566667,37.715825,638973,"Lysinia",508,,"place"
30.3406692638,37.3216276267,0,"Komama",509,,"place"
30.4549399662,37.4572096289,0,"Kolbasa",510,,"place"
30.7119620285,37.5014368936,0,"Kremna",511,,"place"
30.5081267868,37.2847182377,0,"Panemou Teichos",512,,"place"
30.477947,37.167474,638761,"Ariassos",513,,"place"
30.3311918184,37,0,"Maximianoupolis",514,0,"place"
30.3646623905,37.4395953716,0,"Kodroula",518,,"place"
30.934141,37.214237,639046,"Pednelissos?",521,,"place"
31.127222,37.229444,639100,"Selge",522,,"place"
31.171507,36.9392952333,638776,"Primoupolis",523,,"place"
31.390552,36.768137,639105,"Side",524,,"place"
31.666815383,36.6666666667,0,"Senna",525,0,"place"
31.4671099186,36.8530069211,0,"Lyrbe",526,,"place"
31.9610966667,36.8472943333,638904,"Kasai",527,,"place"
31.648396,37.024146,638940,"Kotena",528,,"place"
31.584396,37.074431,638831,"Orymna",529,,"place"
31.9925981846,36.5492783773,0,"Korakesion",530,,"place"
32.1921201775,36.399957943,0,"Syedra",531,,"place"
31.9174907198,36.6800413237,0,"Karaleia",532,,"place"
31.9788808137,36.732865358,0,"Kolybrassos",533,,"place"
30.54871175,36.52177975,639051,"Phaselis",535,,"place"
30.471532,36.38790154,639017,"Olympos",536,,"place"
30.34629775,36.291463,638842,"Gagai",537,,"place"
30.2738405,36.371287,638937,"Korydalla",538,,"place"
30.2235256247,36.5302153414,0,"Akalessos",539,,"place"
30.202995,36.554976,638865,"Edebessos",540,,"place"
30.1731682,36.3440572,638961,"Limyra",541,,"place"
30.0386634801,36.5143602844,0,"Arykanda",542,,"place"
30.0401059664,36.6766392276,0,"Podaleia",543,,"place"
29.826430368,36.6338089295,0,"Choma",544,,"place"
29.9954746869,36.243378656,0,"Myra",546,,"place"
29.8480620333,36.3986446789,0,"Arneai",547,,"place"
29.8224915,36.244673,638948,"Kyaneai",548,,"place"
29.783611,36.158611,638752,"Aperlai",549,,"place"
29.6713407534,36.2370925917,0,"Phellos",550,,"place"
29.634935,36.199973,638749,"Antiphellos",551,,"place"
29.6886203874,36.3040795702,0,"Kandyba",552,,"place"
29.3240003462,36.2634586083,0,"Patara",554,,"place"
29.3334383287,36.361202586,0,"Xanthos",555,,"place"
29.6451498129,36.5103940989,0,"Komba",556,,"place"
29.633049,36.439231,639010,"Neisa",557,,"place"
29.2499765,36.49502975,639058,"Pinara",558,,"place"
29.1978185,36.4097275,639108,"Sidyma",559,,"place"
29.422153,36.552471,639147,"Tlos",560,,"place"
29.122428227,36.6199472156,0,"Telmessos",561,,"place"
28.621536,36.825909,638796,"Kaunos",562,,"place"
29.3964548555,36.7559566284,0,"Araxa",563,,"place"
29.4152166667,36.9740033333,638792,"Boubon",564,,"place"
29.549677,36.809338,639013,"Oinoanda",565,,"place"
29.6305261668,36.9706241915,0,"Balboura",566,,"place"
29.8082931628,36.3275096655,0,"Kome Mastaura",567,0,"place"
28.2339109318,36.4436591362,0,"Rodos",569,,"place"
27.2855750942,36.8927473974,0,"Kos",570,,"place"
26.944483,37.68825,599925,"Samos",571,,"place"
26.1342335,38.37641,550496,"Chios",572,,"place"
26.547048,39.110475,550763,"Mytilene",573,,"place"
26.176891,39.369167,550738,"Methymna",574,,"place"
26.0677615752,39.8308684358,0,"Tenedos",576,,"place"
26.6550422947,39.342097402,0,"Poroselene",577,,"place"
24.8221880968,37.8235402597,0,"Andros",578,,"place"
25.1617,37.538,590073,"Tenos",579,,"place"
25.3739188907,37.1092373471,0,"Naxos",580,,"place"
25.1526560241,37.0842282205,0,"Paros
Paros",581,,"place"
24.7408109816,36.973801401,0,"Siphnos",582,,"place"
24.4318141754,36.7370688255,0,"Melos",583,,"place"
25.2806868893,36.7250822907,0,"Ios",584,,"place"
25.4791735948,36.362888668,0,"Thera",585,,"place"
25.8910180171,36.8363142359,0,"Amorgos",586,,"place"
26.35142,36.547366,599535,"Astypalaia",587,,"place"
27.27770558,37.52157586,599799,"Miletos",589,,"place"
27.525011,37.501842,599640,"Herakleia Latmou",590,,"place"
27.423765,37.0382205,599636,"Halikarnassos",591,,"place"
27.2309863252,37.0568426072,0,"Myndos",592,,"place"
27.37404,36.686188,599575,"Knidos",593,,"place"
27.9562175,37.041728,599707,"Keramos",594,,"place"
27.7817082991,37.319139466,0,"Mylasa",595,,"place"
28.0645,37.31359,599947,"Stratonikeia",596,,"place"
27.690896,37.59888,599489,"Amyzon",597,,"place"
27.833014,37.5588635,599480,"Alinda",598,,"place"
27.9533051125,37.6048472976,0,"Alabanda",599,,"place"
28.240451,37.8260545,599839,"Orthosia",600,,"place"
28.356151,37.80069,599637,"Harpasa",601,,"place"
28.397699,37.690157,599823,"Neapolis",602,,"place"
28.3434058471,37.507313191,0,"Hyllarima",603,,"place"
28.548284,37.873542,638748,"Antiocheia",604,,"place"
28.7236076307,37.7085907133,638753,"Aphrodisias",605,,"place"
28.9940985,37.628189,638857,"Herakleia Salbakes",606,,"place"
28.8503515,37.439964,639125,"Tabai",607,,"place"
29.031582,37.510905,638757,"Apollonias",608,,"place"
29.1652245,37.4998465,639096,"Sebastopolis",609,,"place"
27.584578,37.279525,599664,"Iasos",610,,"place"
27.6441950422,37.004514963,0,"Anastasioupolis",613,,"place"
29.499922,37.162505,638804,"Kibyra",615,,"place"
29.025789,40.983393,520988,"Chalkedon",619,,"place"
29.502087,40.721717,511240,"Helenopolis",620,,"place"
29.618865,40.689761,511372,"Prainetos",621,,"place"
29.919887,40.7651905,511337,"Nikomedeia",622,,"place"
29.715443,40.426679,511268,"Nikaia",623,,"place"
29.558621,40.607148,511180,"Basilinopolis",624,,"place"
